State,Airport,OPID,A_Type,Type_ENG,Species,Damage,AC_Mass,Num_ENGS,Month,Year,Time,Height,Speed,Phase,Sky,Precip,Birds_Seen,Birds_Struck,Size
MD,KBWI,ENY,EMB-145,D,Unknown bird,0,3,2,8,2018,Day,0,125,Take-off run,No Cloud,None,2 to 10,2 to 10,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2018,Day,200,125,Approach,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2018,Day,2000,180,Approach,Some Cloud,None,,1,Medium
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2018,Day,100,140,Approach,Some Cloud,None,1,,Small
MD,KBWI,SWA,B-737-700,D,European starling,0,4,2,8,2018,Day,5,142,Approach,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,8,2018,Day,300,145,Approach,No Cloud,None,2 to 10,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2018,Dawn,,,Approach,,,,1,
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,7,2018,Day,300,149,Approach,Overcast,,1,1,Small
MD,KBWI,AAL,A-321,D,Unknown bird,0,4,2,7,2018,Day,1200,143,Approach,Some Cloud,None,2 to 10,1,Small
MD,KESN,PVT,PA-28,A,Unknown bird,0,1,1,7,2018,Day,400,90,Climb,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2018,Night,1800,155,Approach,No Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Chimney swift,0,4,2,7,2018,Day,0,140,Take-off run,Overcast,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Barn swallow,0,4,2,7,2018,Day,50,,Approach,Overcast,None,,1,Small
MD,KHGR,AAY,MD-80,D,Unknown bird,0,4,2,7,2018,Day,400,150,Climb,No Cloud,None,1,1,Small
MD,KBWI,ASA,B-737-800,D,Mourning dove,0,4,2,7,2018,Day,0,,Landing Roll,No Cloud,None,2 to 10,2 to 10,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2018,Day,13000,280,Descent,No Cloud,None,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2018,Day,0,90,Landing Roll,Some Cloud,None,2 to 10,1,Small
MD,KBWI,SWA,B-737-800,D,Sparrows,0,4,2,7,2018,Day,10,146,Approach,No Cloud,None,1,1,Small
MD,KBWI,NKS,A-320,D,Unknown bird,0,4,2,7,2018,Day,,,Approach,Some Cloud,None,,1,
MD,KBWI,UAL,B-737-900,D,European starling,0,4,2,7,2018,Day,0,,Landing Roll,No Cloud,None,,1,Small
MD,KBWI,DAL,A-320,D,Chimney swift,0,4,2,6,2018,Day,0,,Take-off run,Some Cloud,None,,1,Small
MD,KBWI,UAL,EMB-145,D,Unknown bird,0,3,2,6,2018,Night,,,Approach,No Cloud,None,,1,
MD,KBWI,SOO,C-208,C,Unknown bird,0,2,1,5,2018,Day,,,Approach,Some Cloud,None,2 to 10,2 to 10,Small
MD,KBWI,FDY,C-208,C,Unknown bird,0,2,1,5,2018,Day,0,50,Landing Roll,Overcast,,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,5,2018,,0,140,Landing Roll,Some Cloud,None,2 to 10,1,Small
MD,KFDK,BUS,C-172,A,Unknown bird,0,1,1,5,2018,Night,100,70,Approach,No Cloud,None,,1,Small
MD,KBWI,FDX,A-321,D,Unknown bird,0,4,2,5,2018,,4000,210,Approach,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,5,2018,Day,0,,Landing Roll,Some Cloud,None,,1,Small
MD,KBWI,JBU,A-320,D,Unknown bird,0,4,2,5,2018,Night,1100,,Approach,Some Cloud,None,,1,
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,4,2018,Day,0,100,Take-off run,Some Cloud,None,1,1,Medium
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,4,2018,Night,4200,230,Approach,No Cloud,None,,1,Medium
MD,KBWI,SWA,B-737-700,D,American kestrel,0,4,2,4,2018,,3000,210,Approach,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,4,2018,Night,4000,220,Approach,No Cloud,None,,1,Medium
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,4,2018,Night,3000,210,Approach,No Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Bufflehead,1,4,2,4,2018,Night,2000,200,Climb,Some Cloud,None,1,1,Large
MD,KGAI,PVT,C-172,A,White-tailed deer,1,1,1,3,2018,Night,0,45,Landing Roll,No Cloud,None,1,1,Large
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,3,2018,Night,600,143,Approach,No Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Canada goose,1,4,2,3,2018,Day,2000,210,Approach,Some Cloud,None,11 to 100,1,Large
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,3,2018,Day,200,130,Approach,No Cloud,None,1,1,Small
MD,KMTN,UNK,C-172,A,Red fox,0,1,1,2,2018,Day,0,,Take-off run,Some Cloud,None,2 to 10,,Large
MD,KBWI,SWA,B-737-700,D,European starling,0,4,2,11,2017,Day,50,180,Climb,No Cloud,None,11 to 100,1,Small
MD,KBWI,SWA,B-737-700,D,European starling,0,4,2,11,2017,,0,,Take-off run,,,11 to 100,2 to 10,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,11,2017,,4000,,Climb,,,1,1,Large
MD,KBWI,DAL,MD-88,D,Unknown bird,0,4,2,11,2017,Night,2800,180,Approach,,,,1,
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,11,2017,Night,2500,210,Climb,Some Cloud,None,,1,Medium
MD,KBWI,SWA,B-737-700,D,Horned lark,0,4,2,11,2017,Day,0,,Take-off run,,,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,11,2017,Day,3000,,Climb,No Cloud,None,1,1,Medium
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,11,2017,Night,3000,190,Approach,No Cloud,None,,1,Medium
MD,KBWI,CXP,B-737-800,D,Unknown bird,0,4,2,10,2017,Night,500,140,Approach,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,American kestrel,1,4,2,10,2017,Day,0,,Take-off run,No Cloud,None,,1,Small
MD,KHGR,KFS,B-737-200,D,Unknown bird,0,4,2,10,2017,Day,,,,,,,1,
MD,KBWI,AAL,A-319,D,Mourning dove,0,4,2,10,2017,Dawn,0,,Landing Roll,Overcast,Rain,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,10,2017,Night,1500,,Approach,,,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,10,2017,Night,600,140,Approach,No Cloud,None,,1,Small
MD,KBWI,NKS,A-319,D,Unknown bird,0,4,2,10,2017,Day,700,,Climb,,,,1,
MD,KBWI,SWA,B-737-700,D,Mourning dove,0,4,2,10,2017,Night,,,Arrival,,,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2017,Day,400,,Approach,,,,1,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,9,2017,Night,4200,220,Approach,No Cloud,None,,1,Small
MD,MD71,PHM,EC135,F,Barn swallow,0,2,2,9,2017,Day,800,70,Climb,No Cloud,,2 to 10,1,Small
MD,KBWI,SWA,B-737-700,D,Buff-breasted sandpiper,0,4,2,9,2017,Day,0,,Landing Roll,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2017,Day,0,,Landing Roll,,,,1,
MD,KBWI,AAL,B-737-800,D,Unknown bird,0,4,2,8,2017,Night,0,,Landing Roll,Overcast,None,,1,
MD,KBWI,SWA,B-737-800,D,Mourning dove,0,4,2,8,2017,Day,0,,Landing Roll,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2017,Night,1600,140,Approach,No Cloud,,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2017,Night,500,150,Approach,No Cloud,,1,1,Small
MD,KBWI,NKS,A-320,D,Mourning dove,0,4,2,8,2017,Day,0,,Landing Roll,No Cloud,None,1,1,Small
MD,KBWI,EDV,CRJ100/200,D,Unknown bird,0,3,2,8,2017,Day,700,,Approach,,,,1,
MD,KBWI,NKS,A-320,D,Unknown bird,0,4,2,8,2017,Night,,,Approach,Overcast,None,,1,
MD,KBWI,SWA,B-737-800,D,Barn swallow,0,4,2,8,2017,Day,0,,Landing Roll,No Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2017,Day,0,,Take-off run,No Cloud,None,1,1,Medium
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2017,Day,100,135,Approach,No Cloud,None,2 to 10,2 to 10,Small
MD,KBWI,BUS,CRJ700,D,Unknown bird,0,4,2,8,2017,Day,0,,Landing Roll,,,,1,
MD,KBWI,NKS,A-319,D,Unknown bird,0,4,2,8,2017,Day,,,Approach,,,,1,
MD,KSBY,PDT,DHC8 DASH 8,C,Canada goose,1,3,2,8,2017,Day,0,56,Local,No Cloud,None,2 to 10,2 to 10,Large
MD,KBWI,EJA,EMB-500,D,Unknown bird,0,2,2,7,2017,Day,,,Approach,,,,1,
MD,KFDK,PVT,HOMEBUILT,,Unknown bird,0,1,,7,2017,Day,200,,Approach,,,2 to 10,2 to 10,
MD,W00,BUS,C-172,A,Swallows,0,1,1,7,2017,,0,55,Take-off run,No Cloud,None,11 to 100,1,Small
MD,KBWI,SWA,B-737-800,D,Mourning dove,0,4,2,7,2017,Dusk,5,140,Approach,No Cloud,None,2 to 10,1,Small
MD,MD71,PHM,EC135,F,Rock pigeon,0,2,2,7,2017,Dusk,,,Parked,Some Cloud,None,,1,Small
MD,KBWI,DAL,MD-90-30,D,Barn swallow,0,4,2,7,2017,,0,,Landing Roll,Some Cloud,None,,1,Small
MD,KBWI,FDX,A-300,D,Unknown bird,0,4,2,7,2017,Day,15,140,Climb,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2017,Day,0,110,Take-off run,No Cloud,None,2 to 10,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2017,Day,,,Departure,,,,1,Small
MD,KBWI,SWA,B-737-300,D,Unknown bird,0,4,2,7,2017,Day,2000,210,Climb,Overcast,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2017,Day,50,138,Approach,Some Cloud,None,2 to 10,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2017,Day,50,130,Approach,No Cloud,,2 to 10,1,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,6,2017,Day,2500,210,,Some Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,6,2017,Day,,,Unknown,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,American goldfinch,0,4,2,6,2017,Day,0,,Landing Roll,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Chimney swift,0,4,2,6,2017,Day,0,,Landing Roll,Overcast,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2017,Day,0,120,Landing Roll,Overcast,None,1,1,Small
MD,KBWI,NKS,A-319,D,Unknown bird,0,4,2,6,2017,Day,,,Approach,,,,1,
MD,KBWI,SWA,B-737-700,D,Great blue heron,0,4,2,6,2017,Day,0,,Take-off run,No Cloud,None,,1,Large
MD,KBWI,AAL,A-319,D,Unknown bird,0,4,2,5,2017,Day,,,Departure,,,,1,Large
MD,KBWI,CFG,B-767,D,Unknown bird,0,4,2,5,2017,Night,,,,,,,1,
MD,KBWI,AAL,A-319,D,Unknown bird,0,4,2,5,2017,Day,300,160,Climb,Some Cloud,None,1,1,Small
MD,KBWI,DAL,MD-80,D,Unknown bird,0,4,2,5,2017,Day,400,,Approach,,,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,5,2017,,0,,Landing Roll,Some Cloud,None,,2 to 10,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,5,2017,Night,1600,170,Approach,Some Cloud,None,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,5,2017,Day,10,150,Climb,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,5,2017,Day,2000,200,Approach,No Cloud,None,11 to 100,1,Small
MD,KBWI,AAL,A-321,D,Unknown bird,0,4,2,5,2017,Night,1800,160,Approach,No Cloud,None,1,1,Medium
MD,KBWI,SWA,B-737-300,D,Unknown bird,0,4,2,5,2017,Day,,,Approach,,,,1,
MD,KBWI,DAL,A-320,D,Barn swallow,0,4,2,5,2017,Day,,,Departure,,,,1,Small
MD,KBWI,AAL,A-320,D,Unknown bird,0,4,2,4,2017,Dusk,4000,250,Approach,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,4,2017,Night,5000,245,Approach,No Cloud,None,,1,Medium
MD,KBWI,AAL,A-321,D,Unknown bird,0,4,2,4,2017,,4000,250,Approach,No Cloud,None,,1,Large
MD,KMTN,BUS,C-172,A,Hawks,0,1,1,4,2017,Day,1000,105,Approach,No Cloud,None,2 to 10,1,Medium
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,4,2017,Day,0,,Take-off run,,,,2 to 10,
MD,KBWI,NKS,A-320,D,Unknown bird,0,4,2,4,2017,Day,,,Arrival,,,,1,Small
MD,KBWI,DAL,MD-90-30,D,American kestrel,0,4,2,3,2017,Day,,,Arrival,,,,1,Small
MD,KBWI,AAL,A-320,D,Unknown bird,0,4,2,3,2017,Night,5000,250,Approach,Some Cloud,None,,1,Medium
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,3,2017,Night,4000,250,Approach,No Cloud,None,,1,
MD,KBWI,WOW,A-321,D,Mourning dove,0,4,2,3,2017,Night,0,,Take-off run,Some Cloud,None,,1,Medium
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,3,2017,Night,2000,170,Approach,No Cloud,None,1,1,Medium
MD,KBWI,SWA,B-737-700,D,Unknown bird,1,4,2,2,2017,Night,,,Approach,,,,2 to 10,
MD,KBWI,SWA,B-737-700,D,Redhead,1,4,2,2,2017,,1500,160,Approach,No Cloud,None,11 to 100,2 to 10,Large
MD,KESN,BUS,C-172,A,Unknown bird,0,1,1,2,2017,Day,,,Approach,,,,1,
MD,KBWI,SWA,B-737-700,D,Owls,0,4,2,2,2017,Night,10,150,Local,Some Cloud,None,,1,Medium
MD,KSBY,BUS,PA-12,A,Bald eagle,0,1,1,2,2017,Dusk,0,55,Take-off run,No Cloud,None,,1,Large
MD,KBWI,SWA,B-737-300,D,Unknown bird,0,4,2,2,2017,Night,2000,150,Approach,Some Cloud,None,,1,Small
MD,KOXB,BUS,PA-31-350,A,Geese,1,2,2,1,2017,,300,120,Climb,No Cloud,None,2 to 10,2 to 10,Large
MD,KESN,BUS,LEARJET-45,D,Geese,0,3,2,1,2017,Day,,,Approach,,,,1,Large
MD,KBWI,SWA,B-737-700,D,Mourning dove,0,4,2,12,2016,Day,0,150,Landing Roll,Overcast,Fog,2 to 10,2 to 10,Small
MD,KBWI,SWA,B-737-300,D,Mourning dove,0,4,2,12,2016,Dusk,0,,Landing Roll,Some Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-300,D,Gulls,0,4,2,11,2016,Night,1500,140,Approach,No Cloud,None,2 to 10,1,Medium
MD,KBWI,SWA,B-737-700,D,Mourning dove,0,4,2,11,2016,Day,,,Local,,,,1,Small
MD,KBWI,DAL,B-757-300,D,Unknown bird,0,4,2,11,2016,,0,,Landing Roll,No Cloud,None,2 to 10,2 to 10,Small
MD,KBWI,PDT,EMB-145,D,Unknown bird,0,3,2,11,2016,,1000,,Approach,No Cloud,None,,1,Small
MD,KBWI,FDX,DC-10-10,D,Song sparrow,0,4,3,10,2016,Night,,,Departure,No Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,1,4,2,10,2016,Night,4500,200,Approach,No Cloud,None,,1,Large
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,10,2016,Dusk,3500,190,Approach,No Cloud,None,1,1,Small
MD,KBWI,UAL,B-757,D,Unknown bird,0,4,2,10,2016,Night,500,,Approach,,,,1,
MD,KBWI,SWA,B-737-700,D,Yellow-rumped warbler,0,4,2,10,2016,Night,5800,240,Climb,,,,1,Small
MD,KBWI,SWA,B-737-800,D,Eastern meadowlark,0,4,2,10,2016,Day,50,145,Approach,Some Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,10,2016,Night,2500,230,Climb,Some Cloud,None,1,1,Small
MD,KBWI,ACA,CRJ100/200,D,Black vulture,1,3,2,10,2016,Day,990,170,Approach,Some Cloud,None,2 to 10,1,Large
MD,KBWI,FDX,DC-10-10,D,Gulls,0,4,3,10,2016,,200,170,Climb,No Cloud,None,1,2 to 10,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2016,Day,200,130,Approach,No Cloud,None,,1,Small
MD,KBWI,GGN,CRJ100/200,D,Cape May warbler,0,3,2,9,2016,Night,,,Approach,No Cloud,None,,2 to 10,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2016,Night,5000,250,Climb,No Cloud,None,,1,Small
MD,KBWI,FDX,A-300,D,Unknown bird,0,4,2,9,2016,,7600,170,Descent,No Cloud,None,1,1,Small
MD,KMTN,BUS,C-172,A,Unknown bird,1,1,1,9,2016,Day,,,Approach,,None,1,1,Medium
MD,KBWI,UPS,B-757,D,Unknown bird,0,4,2,9,2016,Dawn,1000,,Approach,,,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2016,Dawn,2900,210,Approach,No Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2016,Day,1500,155,Approach,No Cloud,None,,1,Medium
MD,KBWI,SWG,B-737-800,D,Unknown bird,0,4,2,9,2016,Day,100,,Approach,,,,1,
MD,KBWI,JBU,A-320,D,Unknown bird,0,4,2,9,2016,Day,,,Approach,,,,1,Small
MD,KBWI,BAW,B-787-8,D,Unknown bird,0,4,2,9,2016,Night,,,Climb,,,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2016,Night,2000,190,Approach,No Cloud,None,,1,Small
MD,KBWI,DAL,A-320,D,Unknown bird,0,4,2,9,2016,Night,8500,230,Descent,No Cloud,None,,1,
MD,KBWI,AAL,A-320,D,European starling,0,4,2,9,2016,,200,140,Approach,Some Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2016,Day,,,Landing Roll,,,,1,
MD,KBWI,WOW,A-321,D,Canada goose,1,4,2,9,2016,Day,200,,Approach,Some Cloud,None,2 to 10,1,Large
MD,KBWI,AWI,CRJ100/200,D,Unknown bird,0,3,2,9,2016,Day,500,185,Climb,,,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2016,Night,3000,240,Approach,No Cloud,,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,9,2016,Day,2300,210,Climb,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,9,2016,Night,1500,180,Approach,No Cloud,None,,1,Small
MD,KBWI,AAL,A-321,D,Unknown bird,0,4,2,8,2016,Night,6000,250,Approach,No Cloud,None,1,1,Medium
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,8,2016,Day,1500,160,Approach,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,8,2016,Day,400,147,Approach,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2016,Dusk,5,145,Climb,No Cloud,None,2 to 10,1,Small
MD,KBWI,DAL,MD-88,D,Unknown bird,0,4,2,8,2016,Day,0,,LANDING ROLL,,,,1,Small
MD,KBWI,DAL,MD-90-30,D,Unknown bird,0,4,2,8,2016,Day,200,,Approach,,,,1,
MD,KBWI,AAL,B-737-800,D,Unknown bird,0,4,2,8,2016,Day,,,CLIMB,,,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2016,Day,300,210,Climb,No Cloud,None,1,1,Small
MD,KDMW,BUS,C-172,A,Unknown bird,0,1,1,8,2016,Night,300,70,Approach,No Cloud,None,,1,Small
MD,KBWI,NKS,A-320,D,Unknown bird,0,4,2,8,2016,Day,0,,Landing Roll,,,,1,
MD,KBWI,SWA,B-737-300,D,Unknown bird,0,4,2,8,2016,Night,2000,180,Approach,Some Cloud,None,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,8,2016,Dusk,0,140,Take-off run,Some Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Barn swallow,0,4,2,7,2016,Day,10,130,Approach,Some Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2016,Day,300,,APPROACH,,,,1,
MD,KBWI,SWA,B-737-700,D,Grasshopper sparrow,0,4,2,7,2016,Day,,,Departure,,,,1,Small
MD,KBWI,AAL,B-737-800,D,Unknown bird,0,4,2,7,2016,Night,1000,150,Approach,Some Cloud,None,,1,Small
MD,KBWI,NKS,A-320,D,Unknown bird,0,4,2,7,2016,Day,0,,Landing roll,Some Cloud,None,,2 to 10,Small
MD,KBWI,PVT,DA-200 FALCON,D,Unknown bird,0,3,2,7,2016,Day,,,APPROACH,,,,1,Small
MD,KBWI,SWA,B-737-700,D,Killdeer,0,4,2,7,2016,Day,0,,Take-off run,No Cloud,None,,1,Small
MD,KBWI,WOW,A-321,D,Unknown bird,0,4,2,7,2016,Day,0,,Take-off run,No Cloud,None,11 to 100,2 to 10,Small
MD,KBWI,AAL,B-737-800,D,Unknown bird,0,4,2,7,2016,,,,,Some Cloud,None,,1,
MD,KBWI,AAL,A-319,D,Unknown bird,0,4,2,7,2016,Day,,,Approach,Some Cloud,None,11 to 100,11-100,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2016,Day,10,125,Approach,Some Cloud,None,2 to 10,1,Small
MD,KBWI,SWA,B-737,D,Barn swallow,0,4,2,7,2016,Day,0,120,Landing Roll,Some Cloud,None,2 to 10,1,Small
MD,KBWI,DAL,MD-80,D,Unknown bird,0,4,2,7,2016,Day,,,Approach,No Cloud,None,,1,Small
MD,KBWI,SWA,B-737-300,D,Unknown bird,0,4,2,7,2016,Day,0,100,Landing Roll,No Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2016,Day,,,CLIMB,,,,1,
MD,KBWI,SWA,B-737-700,D,Mourning dove,0,4,2,7,2016,Day,0,120,Take-off run,Some Cloud,None,,2 to 10,Small
MD,KBWI,JBU,A-320,D,Unknown bird,0,4,2,7,2016,Day,200,,APPROACH,,,,1,Small
MD,KFDK,PVT,C-172,A,Unknown bird,0,1,1,7,2016,Day,300,,CLIMB,,,,1,
MD,KMTN,BUS,EMB-500,D,American kestrel,0,2,2,7,2016,Day,0,,Take-off run,Some Cloud,None,,2 to 10,Medium
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2016,Day,300,160,Climb,No Cloud,None,2 to 10,2 to 10,Small
MD,KBWI,SWA,B-737-300,D,Unknown bird,0,4,2,7,2016,Day,,,Approach,Overcast,,,1,Small
MD,KBWI,SWA,B-737-700,D,European starling,0,4,2,7,2016,Day,0,,Take-off run,Overcast,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,7,2016,Day,,,Departure,No Cloud,None,1,2 to 10,Small
MD,KVKX,PVT,C-172,A,Canada goose,0,1,1,6,2016,Day,0,10,Take-off run,No Cloud,None,2 to 10,2 to 10,Large
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2016,Day,50,170,Climb,Some Cloud,None,2 to 10,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2016,,,,,,,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2016,Day,,,APPROACH,,,,1,Small
MD,KBWI,AAL,B-737-800,D,Unknown bird,0,4,2,6,2016,Day,,150,Departure,Overcast,Rain,1,1,Small
MD,KBWI,SWA,B-737-300,D,Eastern kingbird,0,4,2,6,2016,Day,1,100,Climb,Some Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2016,Day,100,135,Approach,No Cloud,,1,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2016,Dusk,0,,Take-off run,,,,2 to 10,Small
MD,KBWI,NKS,A-319,D,Unknown bird,0,4,2,6,2016,Night,300,,APPROACH,,,,1,
MD,KBWI,CNS,PILATUS PC12,C,European starling,0,2,1,6,2016,Day,0,89,Landing Roll,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2016,Day,100,140,Climb,Some Cloud,None,1,1,Small
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,6,2016,Dawn,50,150,Approach,Overcast,None,1,1,Small
MD,KBWI,SWA,B-737-800,D,European starling,0,4,2,6,2016,Dusk,200,170,Climb,Some Cloud,None,2 to 10,1,Small
MD,KBWI,NKS,A-320,D,Unknown bird,0,4,2,6,2016,Day,1000,,Approach,,,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,6,2016,Day,,,ARRIVAL,,,,1,Small
MD,KBWI,NKS,A-319,D,Unknown bird,0,4,2,6,2016,Dusk,,,,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737,D,Unknown bird,0,4,2,5,2016,Day,,,Climb,,,,1,
MD,KBWI,SWA,B-737-800,D,Unknown bird,0,4,2,5,2016,Night,0,,Landing Roll,,,,1,
MD,KBWI,SWA,B-737,D,Unknown bird,0,4,2,5,2016,Day,0,,Landing roll,,,,1,
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,5,2016,Day,0,,Landing Roll,,,,1,
MD,W29,PVT,PA-34 SENECA,A,Canada goose,0,1,2,5,2016,Day,,,Departure,,,,1,Large
MD,KBWI,SWA,B-737,D,Unknown bird,0,4,2,5,2016,Day,0,,Landing roll,,,,1,
MD,KBWI,SWA,B-737-600,D,Unknown bird,0,4,2,5,2016,Day,0,,Landing Roll,Some Cloud,None,,1,Small
MD,KBWI,SWA,B-737-700,D,Unknown bird,0,4,2,5,2016,Night,900,140,Approach,No Cloud,None,,1,Small
MD,KBWI,AAL,B-737-800,D,Unknown bird,0,4,2,5,2016,Dawn,,,Climb,,,,1,Small
MD,KBWI,NKS,A-321,D,Unknown bird,0,4,2,5,2016,Night,600,,Approach,,,,1,
MD,KBWI,NKS,A-320,D,Unknown bird,0,4,2,5,2016,Day,,,Departure,,,,1,
MD,KBWI,BUS,DA FALCON 7X,D,Heermann's gull,0,4,3,5,2016,Day,0,110,Take-off run,Overcast,Fog,1,1,Medium
MD,KBWI,UPS,B-757-300,D,Unknown bird,0,4,2,5,2016,Night,700,160,Climb,,,,1,Small
MD,KBWI,SWA,B-737-800,D,Red-winged blackbird,0,4,2,5,2016,Day,0,,Landing Roll,Overcast,None,,1,Small
