Date,SPY,Logret,rk_twoscale,rv5,bv,rsv_ss,rk_parzen,rk_th2,medrv,rsv,rv10_ss,rv5_ss,bv_ss,rv10
6/30/2014,178.11,-0.0005,0.000008,0.000007,0.000007,0.000004,0.000006,0.000009,0.000003,0.000004,0.000007,0.000007,0.000007,0.000007
7/1/2014,179.3,0.0067,0.000011,0.000014,0.000008,0.000003,0.000017,0.000011,0.000003,0.000003,0.000014,0.000014,0.000008,0.000014
7/2/2014,179.48,0.001,0.000006,0.000007,0.000006,0.000004,0.000002,0.000006,0.000002,0.000004,0.000004,0.000007,0.000006,0.000004
7/3/2014,180.36,0.0049,0.000006,0.00001,0.000004,0.000001,0.000007,0.000006,0.000001,0.000001,0.000009,0.00001,0.000004,0.000009
7/7/2014,179.73,-0.0035,0.00001,0.000013,0.000008,0.00001,0.000013,0.00001,0.000004,0.00001,0.000013,0.000013,0.000008,0.000013
7/8/2014,178.58,-0.0065,0.000018,0.000031,0.000024,0.000023,0.000029,0.000018,0.000012,0.000023,0.00003,0.000031,0.000024,0.00003
7/9/2014,179.38,0.0045,0.000016,0.000021,0.000013,0.000006,0.00001,0.000016,0.000005,0.000006,0.000026,0.000021,0.000013,0.000026
7/10/2014,178.67,-0.004,0.00003,0.000058,0.000025,0.000046,0.000047,0.00003,0.00001,0.000046,0.000047,0.000058,0.000025,0.000047
7/11/2014,178.92,0.0014,0.000011,0.000012,0.000012,0.000006,0.00001,0.000012,0.000005,0.000006,0.000015,0.000012,0.000012,0.000015
7/14/2014,179.82,0.005,0.000011,0.000017,0.000005,0.000002,0.000012,0.00001,0.000003,0.000002,0.000015,0.000017,0.000005,0.000015
7/15/2014,179.48,-0.0019,0.000023,0.000029,0.000026,0.000017,0.000027,0.000024,0.000012,0.000017,0.000033,0.000029,0.000026,0.000033
7/16/2014,180.14,0.0037,0.000014,0.00002,0.00001,0.000005,0.000009,0.000014,0.000003,0.000005,0.000017,0.00002,0.00001,0.000017
7/17/2014,178.1,-0.0114,0.00003,0.000041,0.000037,0.000029,0.000048,0.000031,0.000017,0.000029,0.000034,0.000041,0.000037,0.000034
7/18/2014,179.92,0.0102,0.000011,0.000016,0.000009,0.000003,0.000016,0.000011,0.000006,0.000003,0.00002,0.000016,0.000009,0.00002
7/21/2014,179.58,-0.0019,0.000014,0.000017,0.000014,0.000011,0.000016,0.000014,0.000005,0.000011,0.000024,0.000017,0.000014,0.000024
7/22/2014,180.36,0.0043,0.00001,0.000014,0.000006,0.000002,0.000012,0.00001,0.000002,0.000002,0.000014,0.000014,0.000006,0.000014
7/23/2014,180.76,0.0022,0.000008,0.000006,0.000006,0.000003,0.000007,0.000008,0.000002,0.000003,0.000005,0.000006,0.000006,0.000005
7/24/2014,180.77,0.0001,0.000007,0.000008,0.000007,0.000004,0.000006,0.000007,0.000004,0.000004,0.000008,0.000008,0.000007,0.000008
7/25/2014,179.93,-0.0047,0.000011,0.000019,0.000015,0.000013,0.000014,0.000011,0.000006,0.000013,0.000013,0.000019,0.000015,0.000013
7/28/2014,180,0.0004,0.000014,0.000018,0.000017,0.000011,0.000031,0.000014,0.000007,0.000011,0.000025,0.000018,0.000017,0.000025
7/29/2014,179.22,-0.0043,0.000019,0.000021,0.000018,0.000014,0.000028,0.000019,0.00001,0.000014,0.000022,0.000021,0.000018,0.000022
7/30/2014,179.25,0.0002,0.000039,0.000037,0.000032,0.000016,0.000038,0.000039,0.000013,0.000016,0.000032,0.000037,0.000032,0.000032
7/31/2014,175.71,-0.0199,0.000047,0.000075,0.000059,0.000059,0.000064,0.000048,0.000032,0.000059,0.000077,0.000075,0.000059,0.000077
8/1/2014,175.18,-0.0031,0.000052,0.000069,0.000069,0.000031,0.000052,0.000053,0.000051,0.000031,0.000062,0.000069,0.000069,0.000062
8/4/2014,176.44,0.0072,0.000024,0.000023,0.000019,0.000009,0.000025,0.000024,0.000011,0.000009,0.000024,0.000023,0.000019,0.000024
8/5/2014,174.73,-0.0097,0.000062,0.000079,0.000072,0.000054,0.000057,0.000063,0.000025,0.000054,0.000064,0.000079,0.000072,0.000064
8/6/2014,174.78,0.0003,0.000033,0.000046,0.000041,0.000021,0.000018,0.000033,0.000017,0.000021,0.000052,0.000046,0.000041,0.000052
8/7/2014,173.84,-0.0054,0.000044,0.000051,0.000049,0.000029,0.000045,0.000044,0.000035,0.000029,0.000046,0.000051,0.000049,0.000046
8/8/2014,175.85,0.0115,0.000028,0.000027,0.000025,0.000007,0.000039,0.000029,0.000012,0.000007,0.000026,0.000027,0.000025,0.000026
8/11/2014,176.36,0.0029,0.000015,0.000018,0.00001,0.000006,0.000015,0.000015,0.000006,0.000006,0.000019,0.000018,0.00001,0.000019
8/12/2014,176.11,-0.0014,0.000022,0.000022,0.000017,0.000012,0.000018,0.000023,0.000008,0.000012,0.000019,0.000022,0.000017,0.000019
8/13/2014,177.3,0.0067,0.000017,0.000021,0.000011,0.000004,0.000017,0.000017,0.000003,0.000004,0.000021,0.000021,0.000011,0.000021
8/14/2014,178.14,0.0047,0.000006,0.000007,0.000006,0.000002,0.000004,0.000007,0.000003,0.000002,0.000009,0.000007,0.000006,0.000009
8/15/2014,178.11,-0.0002,0.000046,0.000056,0.000047,0.000035,0.00006,0.000046,0.000018,0.000035,0.000048,0.000056,0.000047,0.000048
8/18/2014,179.6,0.0083,0.000011,0.000022,0.000006,0.000001,0.00002,0.000011,0.000002,0.000001,0.000021,0.000022,0.000006,0.000021
8/19/2014,180.54,0.0052,0.000005,0.000006,0.000004,0.000001,0.000006,0.000005,0.000001,0.000001,0.000005,0.000006,0.000004,0.000005
8/20/2014,181.02,0.0027,0.00001,0.000009,0.000008,0.000005,0.00001,0.00001,0.000003,0.000005,0.000007,0.000009,0.000008,0.000007
8/21/2014,181.55,0.0029,0.000006,0.000008,0.000008,0.000003,0.000005,0.000006,0.000003,0.000003,0.000011,0.000008,0.000008,0.000011
8/22/2014,181.26,-0.0016,0.000016,0.000018,0.000013,0.00001,0.000015,0.000016,0.000004,0.00001,0.000017,0.000018,0.000013,0.000017
8/25/2014,182.18,0.0051,0.00001,0.000013,0.000004,0.000002,0.000015,0.00001,0.000002,0.000002,0.000012,0.000013,0.000004,0.000012
8/26/2014,182.3,0.0006,0.000005,0.000006,0.000003,0.000002,0.000006,0.000005,0.000001,0.000002,0.000006,0.000006,0.000003,0.000006
8/27/2014,182.23,-0.0004,0.000006,0.000006,0.000005,0.000004,0.000005,0.000006,0.000001,0.000004,0.000005,0.000006,0.000005,0.000005
8/28/2014,182.13,-0.0005,0.000009,0.000016,0.000008,0.000012,0.000008,0.000009,0.000003,0.000012,0.000018,0.000016,0.000008,0.000018
8/29/2014,182.65,0.0028,0.000007,0.000006,0.000006,0.000003,0.000012,0.000007,0.000002,0.000003,0.000006,0.000006,0.000006,0.000006
9/2/2014,182.56,-0.0005,0.000011,0.000013,0.000012,0.000008,0.000013,0.000011,0.000005,0.000008,0.000011,0.000013,0.000012,0.000011
9/3/2014,182.46,-0.0005,0.000011,0.000014,0.000009,0.000006,0.000013,0.000011,0.000004,0.000006,0.00001,0.000014,0.000009,0.00001
9/4/2014,182.19,-0.0014,0.000014,0.000017,0.000015,0.000008,0.00003,0.000014,0.000007,0.000008,0.000019,0.000017,0.000015,0.000019
9/5/2014,183.01,0.0045,0.000019,0.000021,0.00002,0.000009,0.000017,0.000019,0.000006,0.000009,0.000026,0.000021,0.00002,0.000026
9/8/2014,182.54,-0.0026,0.000012,0.000015,0.000014,0.00001,0.000018,0.000012,0.000009,0.00001,0.00001,0.000015,0.000014,0.00001
9/9/2014,181.38,-0.0064,0.000023,0.000029,0.000023,0.000018,0.000035,0.000023,0.000014,0.000018,0.000034,0.000029,0.000023,0.000034
9/10/2014,182.06,0.0038,0.00002,0.000027,0.000024,0.00001,0.000012,0.00002,0.000008,0.00001,0.000025,0.000027,0.000024,0.000025
9/11/2014,182.27,0.0011,0.000019,0.000019,0.000016,0.000009,0.000016,0.000019,0.00001,0.000009,0.000018,0.000019,0.000016,0.000018
9/12/2014,181.21,-0.0059,0.00002,0.000023,0.000023,0.000014,0.000018,0.000021,0.000019,0.000014,0.00002,0.000023,0.000023,0.00002
9/15/2014,181.07,-0.0008,0.000017,0.000018,0.000014,0.000011,0.000017,0.000017,0.000006,0.000011,0.000018,0.000018,0.000014,0.000018
9/16/2014,182.44,0.0075,0.000015,0.000019,0.000016,0.000004,0.000034,0.000015,0.000007,0.000004,0.000022,0.000019,0.000016,0.000022
9/17/2014,182.68,0.0013,0.000035,0.000051,0.000055,0.000028,0.000028,0.000035,0.000008,0.000028,0.000032,0.000051,0.000055,0.000032
9/18/2014,183.66,0.0053,0.000011,0.000014,0.000011,0.000004,0.000008,0.000011,0.000005,0.000004,0.000012,0.000014,0.000011,0.000012
9/19/2014,183.49,-0.0009,0.000016,0.000021,0.000012,0.000009,0.000018,0.000016,0.000008,0.000009,0.000021,0.000021,0.000012,0.000021
9/22/2014,182.07,-0.0078,0.000017,0.00002,0.000015,0.000013,0.000021,0.000018,0.000008,0.000013,0.000022,0.00002,0.000015,0.000022
9/23/2014,181.03,-0.0057,0.000023,0.000024,0.000023,0.000016,0.000018,0.000023,0.000013,0.000016,0.000021,0.000024,0.000023,0.000021
9/24/2014,182.45,0.0078,0.000016,0.000017,0.000017,0.000006,0.000025,0.000016,0.000006,0.000006,0.000021,0.000017,0.000017,0.000021
9/25/2014,179.51,-0.0163,0.000042,0.00005,0.000048,0.000036,0.000073,0.000043,0.00003,0.000036,0.000056,0.00005,0.000048,0.000056
9/26/2014,180.93,0.0079,0.00003,0.000036,0.000025,0.000009,0.000036,0.000029,0.000008,0.000009,0.000027,0.000036,0.000025,0.000027
9/29/2014,180.6,-0.0018,0.000052,0.000089,0.000039,0.000066,0.000059,0.00005,0.000017,0.000066,0.000071,0.000089,0.000039,0.000071
9/30/2014,180.13,-0.0026,0.000037,0.000037,0.000036,0.000021,0.000043,0.000038,0.000021,0.000021,0.000038,0.000037,0.000036,0.000038
10/1/2014,177.69,-0.0136,0.000044,0.00006,0.000057,0.000045,0.000072,0.000045,0.000036,0.000045,0.000081,0.00006,0.000057,0.000081
10/2/2014,177.71,0.0002,0.000048,0.000056,0.000056,0.000029,0.000065,0.000048,0.000032,0.000029,0.000055,0.000056,0.000056,0.000055
10/3/2014,179.67,0.0109,0.000036,0.000065,0.000052,0.000013,0.000061,0.000036,0.000008,0.000013,0.000046,0.000065,0.000052,0.000046
10/6/2014,179.46,-0.0012,0.000038,0.000043,0.000035,0.000019,0.000038,0.000039,0.000021,0.000019,0.000044,0.000043,0.000035,0.000044
10/7/2014,176.69,-0.0156,0.000057,0.000074,0.000042,0.00006,0.00008,0.000057,0.000024,0.00006,0.000071,0.000074,0.000042,0.000071
10/8/2014,179.78,0.0173,0.000065,0.00008,0.000079,0.000022,0.000124,0.000066,0.00005,0.000022,0.000085,0.00008,0.000079,0.000085
10/9/2014,176.21,-0.02,0.000108,0.000109,0.000119,0.00007,0.000108,0.00011,0.000087,0.00007,0.00011,0.000109,0.000119,0.00011
10/10/2014,174.2,-0.0115,0.000109,0.000122,0.000112,0.00006,0.000136,0.000112,0.000059,0.00006,0.00011,0.000122,0.000112,0.00011
10/13/2014,171.34,-0.0166,0.00012,0.000138,0.000138,0.000086,0.000167,0.000121,0.000089,0.000086,0.00015,0.000138,0.000138,0.00015
10/14/2014,171.61,0.0015,0.000119,0.000153,0.000128,0.000068,0.000086,0.000119,0.000093,0.000068,0.000139,0.000153,0.000128,0.000139
10/15/2014,170.44,-0.0068,0.000349,0.000531,0.000427,0.000334,0.00039,0.000351,0.000274,0.000334,0.000716,0.000531,0.000427,0.000716
10/16/2014,170.3,-0.0009,0.000317,0.000275,0.000224,0.000158,0.000133,0.000321,0.000109,0.000158,0.000215,0.000275,0.000224,0.000215
10/17/2014,172.31,0.0117,0.000099,0.000156,0.000081,0.000035,0.000133,0.000098,0.000048,0.000035,0.000128,0.000156,0.000081,0.000128
10/20/2014,173.98,0.0097,0.000046,0.000052,0.000046,0.000015,0.000019,0.000047,0.000019,0.000015,0.000028,0.000052,0.000046,0.000028
10/21/2014,177.43,0.0196,0.000029,0.000056,0.000026,0.000006,0.00006,0.00003,0.000009,0.000006,0.000053,0.000056,0.000026,0.000053
10/22/2014,176.17,-0.0071,0.000049,0.000055,0.000054,0.000031,0.000043,0.000048,0.000037,0.000031,0.000055,0.000055,0.000054,0.000055
10/23/2014,178.22,0.0116,0.000059,0.000106,0.000046,0.000021,0.000092,0.00006,0.000019,0.000021,0.000111,0.000106,0.000046,0.000111
10/24/2014,179.59,0.0077,0.000039,0.000035,0.000026,0.000012,0.000022,0.00004,0.000014,0.000012,0.000039,0.000035,0.000026,0.000039
10/27/2014,179.34,-0.0014,0.000042,0.000039,0.000031,0.000021,0.000036,0.000042,0.000016,0.000021,0.000036,0.000039,0.000031,0.000036
10/28/2014,181.4,0.0114,0.00002,0.000026,0.000015,0.000005,0.000024,0.00002,0.000006,0.000005,0.000027,0.000026,0.000015,0.000027
10/29/2014,181.12,-0.0015,0.000053,0.000052,0.00005,0.000025,0.000041,0.000053,0.000024,0.000025,0.00007,0.000052,0.00005,0.00007
10/30/2014,182.28,0.0064,0.000036,0.000032,0.000028,0.000014,0.000037,0.000037,0.000013,0.000014,0.000036,0.000032,0.000028,0.000036
10/31/2014,184.37,0.0114,0.00003,0.000055,0.000016,0.000007,0.000032,0.00003,0.000009,0.000007,0.000054,0.000055,0.000016,0.000054
11/3/2014,184.47,0.0005,0.00002,0.000021,0.000021,0.000012,0.000013,0.000021,0.000006,0.000012,0.000019,0.000021,0.000021,0.000019
11/4/2014,183.83,-0.0035,0.000027,0.000027,0.000024,0.000015,0.000032,0.000027,0.00001,0.000015,0.000026,0.000027,0.000024,0.000026
11/5/2014,184.99,0.0063,0.000027,0.000035,0.000025,0.000012,0.000015,0.000026,0.000006,0.000012,0.000025,0.000035,0.000025,0.000025
11/6/2014,185.73,0.004,0.00002,0.000016,0.000016,0.000007,0.000014,0.00002,0.000009,0.000007,0.000017,0.000016,0.000016,0.000017
11/7/2014,185.9,0.0009,0.000016,0.00002,0.000018,0.000012,0.000017,0.000016,0.000005,0.000012,0.000014,0.00002,0.000018,0.000014
11/10/2014,186.49,0.0031,0.000008,0.000008,0.000007,0.000003,0.000007,0.000008,0.000003,0.000003,0.000008,0.000008,0.000007,0.000008
11/11/2014,186.67,0.001,0.000007,0.000007,0.000005,0.000004,0.000005,0.000007,0.000002,0.000004,0.000006,0.000007,0.000005,0.000006
11/12/2014,186.47,-0.0011,0.000014,0.000017,0.000011,0.000011,0.000012,0.000014,0.000006,0.000011,0.000014,0.000017,0.000011,0.000014
11/13/2014,186.68,0.0011,0.000021,0.000026,0.000024,0.000015,0.000028,0.000021,0.000013,0.000015,0.000029,0.000026,0.000024,0.000029
11/14/2014,186.73,0.0002,0.000011,0.000011,0.000009,0.000005,0.000004,0.000011,0.000003,0.000005,0.000011,0.000011,0.000009,0.000011
11/17/2014,186.85,0.0006,0.000016,0.000013,0.000013,0.000006,0.000007,0.000016,0.000007,0.000006,0.000014,0.000013,0.000013,0.000014
11/18/2014,187.93,0.0058,0.000007,0.000009,0.000008,0.000002,0.000016,0.000007,0.000003,0.000002,0.000011,0.000009,0.000008,0.000011
11/19/2014,187.62,-0.0016,0.000021,0.000027,0.000019,0.000016,0.000017,0.00002,0.000009,0.000016,0.000018,0.000027,0.000019,0.000018
11/20/2014,187.95,0.0018,0.000012,0.000014,0.000009,0.000008,0.000013,0.000012,0.000004,0.000008,0.000014,0.000014,0.000009,0.000014
11/21/2014,188.96,0.0053,0.00002,0.000044,0.000023,0.000007,0.000045,0.00002,0.000007,0.000007,0.000055,0.000044,0.000023,0.000055
11/24/2014,189.49,0.0028,0.000007,0.000009,0.000005,0.000003,0.000005,0.000007,0.000003,0.000003,0.00001,0.000009,0.000005,0.00001
11/25/2014,189.35,-0.0007,0.00001,0.000011,0.000008,0.000005,0.000009,0.00001,0.000005,0.000005,0.000011,0.000011,0.000008,0.000011
11/26/2014,189.84,0.0026,0.000005,0.000004,0.000004,0.000002,0.000002,0.000005,0.000002,0.000002,0.000003,0.000004,0.000004,0.000003
11/28/2014,189.43,-0.0021,0.000007,0.000009,0.000006,0.000006,0.000014,0.000007,0.000003,0.000006,0.000011,0.000009,0.000006,0.000011
12/1/2014,188.12,-0.007,0.000026,0.000036,0.000029,0.000023,0.000052,0.000026,0.000016,0.000023,0.000043,0.000036,0.000029,0.000043
12/2/2014,189.33,0.0064,0.000013,0.000015,0.000011,0.000003,0.000014,0.000013,0.000004,0.000003,0.000016,0.000015,0.000011,0.000016
12/3/2014,190.06,0.0039,0.000008,0.000007,0.000006,0.000003,0.000006,0.000008,0.000004,0.000003,0.000006,0.000007,0.000006,0.000006
12/4/2014,189.85,-0.0011,0.000021,0.000019,0.000015,0.000009,0.000028,0.000022,0.000007,0.000009,0.000018,0.000019,0.000015,0.000018
12/5/2014,190.17,0.0016,0.00001,0.000013,0.000011,0.000006,0.000006,0.00001,0.000003,0.000006,0.000014,0.000013,0.000011,0.000014
12/8/2014,188.89,-0.0067,0.000025,0.00003,0.00003,0.000022,0.000036,0.000025,0.000011,0.000022,0.00003,0.00003,0.00003,0.00003
12/9/2014,188.77,-0.0007,0.00005,0.000103,0.000039,0.00008,0.000072,0.00005,0.000027,0.00008,0.00011,0.000103,0.000039,0.00011
12/10/2014,185.74,-0.0162,0.000056,0.00007,0.00005,0.000052,0.000072,0.000057,0.000026,0.000052,0.000076,0.00007,0.00005,0.000076
12/11/2014,186.68,0.0051,0.000045,0.000073,0.000058,0.000025,0.000118,0.000046,0.000017,0.000025,0.000097,0.000073,0.000058,0.000097
12/12/2014,183.66,-0.0163,0.000067,0.000084,0.000083,0.000054,0.000075,0.000068,0.000046,0.000054,0.000079,0.000084,0.000083,0.000079
12/15/2014,182.4,-0.0069,0.000125,0.000163,0.000124,0.000073,0.000136,0.000124,0.000065,0.000073,0.00015,0.000163,0.000124,0.00015
12/16/2014,180.94,-0.0081,0.000132,0.000155,0.000136,0.000073,0.000207,0.000133,0.000074,0.000073,0.000163,0.000155,0.000136,0.000163
12/17/2014,184.49,0.0194,0.000143,0.000165,0.000159,0.000046,0.000178,0.000143,0.000069,0.000046,0.000159,0.000165,0.000159,0.000159
12/18/2014,189.05,0.0244,0.000054,0.000107,0.00006,0.000013,0.000143,0.000054,0.000026,0.000013,0.000149,0.000107,0.00006,0.000149
12/19/2014,189.85,0.0042,0.00003,0.000035,0.000034,0.000015,0.000028,0.00003,0.000016,0.000015,0.00003,0.000035,0.000034,0.00003
12/22/2014,190.73,0.0046,0.000016,0.000012,0.000011,0.000004,0.000006,0.000016,0.000005,0.000004,0.000009,0.000012,0.000011,0.000009
12/23/2014,190.98,0.0013,0.000011,0.000011,0.000006,0.000005,0.000006,0.000011,0.000002,0.000005,0.000011,0.000011,0.000006,0.000011
12/24/2014,191,0.0001,0.000005,0.000005,0.000003,0.000003,0.000005,0.000005,0.000001,0.000003,0.000004,0.000005,0.000003,0.000004
12/26/2014,191.62,0.0032,0.000005,0.000006,0.000005,0.000002,0.00001,0.000005,0.000001,0.000002,0.000008,0.000006,0.000005,0.000008
12/29/2014,191.88,0.0013,0.000006,0.000006,0.000005,0.000002,0.000006,0.000006,0.000002,0.000002,0.000006,0.000006,0.000005,0.000006
12/30/2014,190.85,-0.0054,0.000009,0.000009,0.000008,0.000006,0.000007,0.000009,0.000005,0.000006,0.000007,0.000009,0.000008,0.000007
12/31/2014,188.95,-0.01,0.000026,0.000024,0.00002,0.000019,0.000045,0.000026,0.000006,0.000019,0.000029,0.000024,0.00002,0.000029
1/2/2015,188.85,-0.0005,0.000046,0.000084,0.000069,0.000035,0.000079,0.000044,0.000033,0.000035,0.000093,0.000084,0.000069,0.000093
1/5/2015,185.44,-0.0182,0.000056,0.00007,0.000067,0.000052,0.000083,0.000055,0.000028,0.000052,0.000076,0.00007,0.000067,0.000076
1/6/2015,183.69,-0.0095,0.000079,0.000111,0.000116,0.000065,0.00013,0.00008,0.000107,0.000065,0.000132,0.000111,0.000116,0.000132
1/7/2015,185.98,0.0124,0.000064,0.000082,0.000055,0.000023,0.000081,0.000063,0.000037,0.000023,0.000085,0.000082,0.000055,0.000085
1/8/2015,189.28,0.0176,0.000024,0.000072,0.000026,0.000006,0.00009,0.000023,0.000013,0.000006,0.000082,0.000072,0.000026,0.000082
1/9/2015,187.77,-0.008,0.000054,0.000063,0.000049,0.000043,0.000071,0.000051,0.00004,0.000043,0.000057,0.000063,0.000049,0.000057
1/12/2015,186.3,-0.0079,0.000054,0.000067,0.000061,0.000044,0.000098,0.000053,0.000036,0.000044,0.000077,0.000067,0.000061,0.000077
1/13/2015,185.77,-0.0028,0.000082,0.000219,0.000118,0.00008,0.00023,0.000079,0.000037,0.00008,0.000222,0.000219,0.000118,0.000222
1/14/2015,184.65,-0.0061,0.000107,0.000147,0.000099,0.000086,0.000132,0.000101,0.000061,0.000086,0.000162,0.000147,0.000099,0.000162
1/15/2015,182.96,-0.0092,0.000109,0.000103,0.000098,0.000058,0.000113,0.000103,0.00007,0.000058,0.000087,0.000103,0.000098,0.000087
1/16/2015,185.36,0.013,0.000064,0.000064,0.000063,0.000018,0.000075,0.000062,0.000029,0.000018,0.000069,0.000064,0.000063,0.000069
